"start","Chennai.Express.movie."
2013-09-01,100
2013-09-02,67
2013-09-03,57
2013-09-04,55
2013-09-05,62
2013-09-06,64
2013-09-07,86
2013-09-08,82
2013-09-09,49
2013-09-10,43
2013-09-11,42
2013-09-12,43
2013-09-13,48
2013-09-14,69
2013-09-15,61
2013-09-16,36
2013-09-17,36
2013-09-18,37
2013-09-19,36
2013-09-20,42
2013-09-21,53
2013-09-22,51
2013-09-23,32
2013-09-24,29
2013-09-25,30
2013-09-26,31
2013-09-27,39
2013-09-28,51
2013-09-29,49
2013-09-30,30
