"start","Bahubali..Hindi..movie."
2015-08-01,100
2015-08-02,91
2015-08-03,72
2015-08-04,70
2015-08-05,60
2015-08-06,64
2015-08-07,65
2015-08-08,80
2015-08-09,78
2015-08-10,49
2015-08-11,46
2015-08-12,46
2015-08-13,46
2015-08-14,51
2015-08-15,64
2015-08-16,56
2015-08-17,39
2015-08-18,37
2015-08-19,35
2015-08-20,38
2015-08-21,35
2015-08-22,51
2015-08-23,48
2015-08-24,27
2015-08-25,28
2015-08-26,25
2015-08-27,26
2015-08-28,32
2015-08-29,43
2015-08-30,41
2015-08-31,25
