"start","Bahubali..Hindi..movie."
2015-07-01,2
2015-07-02,2
2015-07-03,2
2015-07-04,3
2015-07-05,3
2015-07-06,2
2015-07-07,3
2015-07-08,3
2015-07-09,7
2015-07-10,54
2015-07-11,100
2015-07-12,93
2015-07-13,79
2015-07-14,71
2015-07-15,67
2015-07-16,73
2015-07-17,82
2015-07-18,98
2015-07-19,85
2015-07-20,63
2015-07-21,53
2015-07-22,49
2015-07-23,47
2015-07-24,49
2015-07-25,64
2015-07-26,58
2015-07-27,40
2015-07-28,35
2015-07-29,33
2015-07-30,30
2015-07-31,33
