"start","Bahubali..Hindi..movie."
2015-08-01,100
2015-08-02,91
2015-08-03,71
2015-08-04,73
2015-08-05,62
2015-08-06,64
2015-08-07,66
2015-08-08,80
2015-08-09,79
2015-08-10,49
2015-08-11,47
2015-08-12,47
2015-08-13,48
2015-08-14,50
2015-08-15,65
2015-08-16,57
2015-08-17,40
2015-08-18,38
2015-08-19,35
2015-08-20,37
2015-08-21,36
2015-08-22,52
2015-08-23,49
2015-08-24,27
2015-08-25,28
2015-08-26,25
2015-08-27,27
2015-08-28,31
2015-08-29,45
2015-08-30,42
2015-08-31,27
