"start","Hate.Story.2.movie."
2014-08-01,82
2014-08-02,100
2014-08-03,87
2014-08-04,63
2014-08-05,63
2014-08-06,56
2014-08-07,51
2014-08-08,61
2014-08-09,66
2014-08-10,56
2014-08-11,45
2014-08-12,42
2014-08-13,39
2014-08-14,38
2014-08-15,40
2014-08-16,51
2014-08-17,44
2014-08-18,34
2014-08-19,32
2014-08-20,36
2014-08-21,34
2014-08-22,36
2014-08-23,44
2014-08-24,38
2014-08-25,32
2014-08-26,27
2014-08-27,29
2014-08-28,26
2014-08-29,29
2014-08-30,33
2014-08-31,31
