"start","I..Hindi..movie."
2015-02-01,100
2015-02-02,75
2015-02-03,74
2015-02-04,67
2015-02-05,67
2015-02-06,73
2015-02-07,82
2015-02-08,76
2015-02-09,56
2015-02-10,52
2015-02-11,51
2015-02-12,47
2015-02-13,58
2015-02-14,65
2015-02-15,57
2015-02-16,47
2015-02-17,55
2015-02-18,45
2015-02-19,54
2015-02-20,49
2015-02-21,55
2015-02-22,51
2015-02-23,38
2015-02-24,41
2015-02-25,41
2015-02-26,40
2015-02-27,40
2015-02-28,44
