"start","PK.movie."
2015-01-01,100
2015-01-02,85
2015-01-03,95
2015-01-04,84
2015-01-05,61
2015-01-06,58
2015-01-07,55
2015-01-08,52
2015-01-09,54
2015-01-10,63
2015-01-11,59
2015-01-12,42
2015-01-13,39
2015-01-14,38
2015-01-15,38
2015-01-16,38
2015-01-17,47
2015-01-18,42
2015-01-19,30
2015-01-20,29
2015-01-21,30
2015-01-22,29
2015-01-23,30
2015-01-24,36
2015-01-25,34
2015-01-26,23
2015-01-27,21
2015-01-28,20
2015-01-29,21
2015-01-30,21
2015-01-31,27
