"start","Heropanti.movie."
2014-07-01,76
2014-07-02,79
2014-07-03,74
2014-07-04,78
2014-07-05,100
2014-07-06,94
2014-07-07,64
2014-07-08,71
2014-07-09,69
2014-07-10,70
2014-07-11,74
2014-07-12,96
2014-07-13,82
2014-07-14,56
2014-07-15,64
2014-07-16,57
2014-07-17,55
2014-07-18,64
2014-07-19,74
2014-07-20,72
2014-07-21,47
2014-07-22,53
2014-07-23,48
2014-07-24,51
2014-07-25,51
2014-07-26,71
2014-07-27,61
2014-07-28,54
2014-07-29,56
2014-07-30,54
2014-07-31,57
