"start","Heropanti.movie."
2014-06-01,100
2014-06-02,76
2014-06-03,74
2014-06-04,70
2014-06-05,71
2014-06-06,77
2014-06-07,95
2014-06-08,91
2014-06-09,64
2014-06-10,56
2014-06-11,55
2014-06-12,54
2014-06-13,47
2014-06-14,63
2014-06-15,57
2014-06-16,40
2014-06-17,38
2014-06-18,38
2014-06-19,40
2014-06-20,41
2014-06-21,46
2014-06-22,41
2014-06-23,32
2014-06-24,32
2014-06-25,28
2014-06-26,31
2014-06-27,30
2014-06-28,37
2014-06-29,34
2014-06-30,20
