"start","Policegiri.movie."
2013-07-01,9
2013-07-02,10
2013-07-03,14
2013-07-04,20
2013-07-05,81
2013-07-06,100
2013-07-07,88
2013-07-08,70
2013-07-09,57
2013-07-10,53
2013-07-11,49
2013-07-12,54
2013-07-13,59
2013-07-14,49
2013-07-15,37
2013-07-16,34
2013-07-17,33
2013-07-18,29
2013-07-19,33
2013-07-20,45
2013-07-21,36
2013-07-22,24
2013-07-23,23
2013-07-24,20
2013-07-25,22
2013-07-26,21
2013-07-27,28
2013-07-28,24
2013-07-29,19
2013-07-30,17
2013-07-31,17
