"start","Jolly.LLB.movie."
2013-04-01,100
2013-04-02,62
2013-04-03,72
2013-04-04,70
2013-04-05,95
2013-04-06,97
2013-04-07,89
2013-04-08,55
2013-04-09,47
2013-04-10,45
2013-04-11,63
2013-04-12,61
2013-04-13,84
2013-04-14,81
2013-04-15,33
2013-04-16,34
2013-04-17,38
2013-04-18,29
2013-04-19,44
2013-04-20,71
2013-04-21,58
2013-04-22,30
2013-04-23,30
2013-04-24,27
2013-04-25,34
2013-04-26,46
2013-04-27,42
2013-04-28,44
2013-04-29,28
2013-04-30,26
