"start","Ragini.MMS.2.movie."
2014-05-01,89
2014-05-02,86
2014-05-03,100
2014-05-04,85
2014-05-05,68
2014-05-06,69
2014-05-07,67
2014-05-08,71
2014-05-09,69
2014-05-10,82
2014-05-11,82
2014-05-12,66
2014-05-13,66
2014-05-14,63
2014-05-15,64
2014-05-16,64
2014-05-17,82
2014-05-18,78
2014-05-19,58
2014-05-20,63
2014-05-21,58
2014-05-22,56
2014-05-23,63
2014-05-24,76
2014-05-25,68
2014-05-26,60
2014-05-27,54
2014-05-28,52
2014-05-29,58
2014-05-30,58
2014-05-31,73
