"start","Grand.Masti.movie."
2013-10-01,90
2013-10-02,95
2013-10-03,83
2013-10-04,85
2013-10-05,100
2013-10-06,84
2013-10-07,63
2013-10-08,61
2013-10-09,53
2013-10-10,55
2013-10-11,64
2013-10-12,76
2013-10-13,66
2013-10-14,49
2013-10-15,52
2013-10-16,50
2013-10-17,52
2013-10-18,55
2013-10-19,67
2013-10-20,53
2013-10-21,42
2013-10-22,38
2013-10-23,40
2013-10-24,36
2013-10-25,44
2013-10-26,53
2013-10-27,51
2013-10-28,33
2013-10-29,34
2013-10-30,33
2013-10-31,36
