"start","Brothers.movie."
2015-09-01,81
2015-09-02,80
2015-09-03,71
2015-09-04,79
2015-09-05,100
2015-09-06,89
2015-09-07,69
2015-09-08,54
2015-09-09,55
2015-09-10,51
2015-09-11,61
2015-09-12,73
2015-09-13,72
2015-09-14,46
2015-09-15,42
2015-09-16,44
2015-09-17,44
2015-09-18,47
2015-09-19,58
2015-09-20,57
2015-09-21,39
2015-09-22,37
2015-09-23,34
2015-09-24,40
2015-09-25,41
2015-09-26,51
2015-09-27,48
2015-09-28,32
2015-09-29,35
2015-09-30,32
