"start","Baby.movie."
2015-02-01,100
2015-02-02,64
2015-02-03,58
2015-02-04,52
2015-02-05,51
2015-02-06,55
2015-02-07,72
2015-02-08,63
2015-02-09,42
2015-02-10,35
2015-02-11,34
2015-02-12,35
2015-02-13,40
2015-02-14,49
2015-02-15,40
2015-02-16,35
2015-02-17,31
2015-02-18,28
2015-02-19,28
2015-02-20,31
2015-02-21,38
2015-02-22,33
2015-02-23,26
2015-02-24,23
2015-02-25,21
2015-02-26,22
2015-02-27,22
2015-02-28,30
