"start","Dedh.Ishqiya.movie."
2014-02-01,100
2014-02-02,80
2014-02-03,54
2014-02-04,51
2014-02-05,53
2014-02-06,30
2014-02-07,45
2014-02-08,71
2014-02-09,47
2014-02-10,33
2014-02-11,34
2014-02-12,25
2014-02-13,36
2014-02-14,42
2014-02-15,56
2014-02-16,51
2014-02-17,29
2014-02-18,26
2014-02-19,28
2014-02-20,34
2014-02-21,28
2014-02-22,53
2014-02-23,40
2014-02-24,22
2014-02-25,22
2014-02-26,23
2014-02-27,28
2014-02-28,29
