"start","Dedh.Ishqiya.movie."
2014-01-01,4
2014-01-02,4
2014-01-03,5
2014-01-04,8
2014-01-05,8
2014-01-06,6
2014-01-07,6
2014-01-08,10
2014-01-09,21
2014-01-10,84
2014-01-11,100
2014-01-12,88
2014-01-13,66
2014-01-14,57
2014-01-15,51
2014-01-16,48
2014-01-17,59
2014-01-18,69
2014-01-19,49
2014-01-20,37
2014-01-21,29
2014-01-22,27
2014-01-23,28
2014-01-24,33
2014-01-25,41
2014-01-26,32
2014-01-27,21
2014-01-28,19
2014-01-29,18
2014-01-30,19
2014-01-31,21
