"start","Filmistaan.movie."
2014-07-01,52
2014-07-02,53
2014-07-03,45
2014-07-04,59
2014-07-05,100
2014-07-06,66
2014-07-07,35
2014-07-08,35
2014-07-09,34
2014-07-10,30
2014-07-11,53
2014-07-12,68
2014-07-13,49
2014-07-14,30
2014-07-15,20
2014-07-16,31
2014-07-17,29
2014-07-18,33
2014-07-19,55
2014-07-20,54
2014-07-21,21
2014-07-22,22
2014-07-23,16
2014-07-24,15
2014-07-25,15
2014-07-26,45
2014-07-27,23
2014-07-28,28
2014-07-29,29
2014-07-30,25
2014-07-31,28
