"start","Yaariyan.movie."
2014-02-01,100
2014-02-02,90
2014-02-03,61
2014-02-04,67
2014-02-05,54
2014-02-06,35
2014-02-07,61
2014-02-08,76
2014-02-09,72
2014-02-10,48
2014-02-11,49
2014-02-12,43
2014-02-13,42
2014-02-14,49
2014-02-15,67
2014-02-16,51
2014-02-17,40
2014-02-18,40
2014-02-19,41
2014-02-20,36
2014-02-21,48
2014-02-22,62
2014-02-23,63
2014-02-24,38
2014-02-25,38
2014-02-26,39
2014-02-27,42
2014-02-28,39
