"start","Yaariyan.movie."
2014-01-01,50
2014-01-02,38
2014-01-03,35
2014-01-04,42
2014-01-05,41
2014-01-06,31
2014-01-07,28
2014-01-08,31
2014-01-09,37
2014-01-10,96
2014-01-11,100
2014-01-12,95
2014-01-13,74
2014-01-14,70
2014-01-15,66
2014-01-16,64
2014-01-17,71
2014-01-18,83
2014-01-19,72
2014-01-20,55
2014-01-21,55
2014-01-22,56
2014-01-23,53
2014-01-24,54
2014-01-25,62
2014-01-26,55
2014-01-27,40
2014-01-28,37
2014-01-29,36
2014-01-30,34
2014-01-31,40
