"start","Tevar.movie."
2015-02-01,100
2015-02-02,67
2015-02-03,70
2015-02-04,68
2015-02-05,62
2015-02-06,71
2015-02-07,92
2015-02-08,77
2015-02-09,52
2015-02-10,48
2015-02-11,47
2015-02-12,50
2015-02-13,50
2015-02-14,62
2015-02-15,56
2015-02-16,47
2015-02-17,51
2015-02-18,42
2015-02-19,47
2015-02-20,52
2015-02-21,61
2015-02-22,50
2015-02-23,35
2015-02-24,38
2015-02-25,40
2015-02-26,32
2015-02-27,36
2015-02-28,44
