"start","Kill.Dil.movie."
2014-12-01,84
2014-12-02,80
2014-12-03,76
2014-12-04,68
2014-12-05,66
2014-12-06,100
2014-12-07,77
2014-12-08,56
2014-12-09,51
2014-12-10,51
2014-12-11,51
2014-12-12,52
2014-12-13,67
2014-12-14,59
2014-12-15,40
2014-12-16,39
2014-12-17,38
2014-12-18,38
2014-12-19,49
2014-12-20,55
2014-12-21,63
2014-12-22,49
2014-12-23,44
2014-12-24,52
2014-12-25,52
2014-12-26,52
2014-12-27,72
2014-12-28,59
2014-12-29,40
2014-12-30,42
2014-12-31,39
