"start","Kill.Dil.movie."
2014-12-01,89
2014-12-02,80
2014-12-03,80
2014-12-04,72
2014-12-05,68
2014-12-06,100
2014-12-07,78
2014-12-08,56
2014-12-09,51
2014-12-10,51
2014-12-11,52
2014-12-12,51
2014-12-13,67
2014-12-14,59
2014-12-15,42
2014-12-16,42
2014-12-17,37
2014-12-18,40
2014-12-19,51
2014-12-20,57
2014-12-21,66
2014-12-22,53
2014-12-23,44
2014-12-24,52
2014-12-25,54
2014-12-26,52
2014-12-27,71
2014-12-28,62
2014-12-29,41
2014-12-30,42
2014-12-31,41
