"start","Daawat.e.Ishq.movie."
2014-10-01,84
2014-10-02,100
2014-10-03,60
2014-10-04,75
2014-10-05,66
2014-10-06,77
2014-10-07,58
2014-10-08,72
2014-10-09,48
2014-10-10,38
2014-10-11,67
2014-10-12,69
2014-10-13,25
2014-10-14,41
2014-10-15,49
2014-10-16,22
2014-10-17,54
2014-10-18,49
2014-10-19,75
2014-10-20,51
2014-10-21,41
2014-10-22,33
2014-10-23,33
2014-10-24,41
2014-10-25,69
2014-10-26,58
2014-10-27,54
2014-10-28,36
2014-10-29,33
2014-10-30,28
2014-10-31,32
