"start","Daawat.e.Ishq.movie."
2014-09-01,3
2014-09-02,6
2014-09-03,5
2014-09-04,6
2014-09-05,9
2014-09-06,11
2014-09-07,8
2014-09-08,6
2014-09-09,7
2014-09-10,5
2014-09-11,10
2014-09-12,8
2014-09-13,11
2014-09-14,7
2014-09-15,10
2014-09-16,6
2014-09-17,7
2014-09-18,14
2014-09-19,71
2014-09-20,100
2014-09-21,64
2014-09-22,44
2014-09-23,28
2014-09-24,33
2014-09-25,30
2014-09-26,38
2014-09-27,47
2014-09-28,41
2014-09-29,24
2014-09-30,20
