"start","Daawat.e.Ishq.movie."
2014-11-01,100
2014-11-02,53
2014-11-03,35
2014-11-04,48
2014-11-05,24
2014-11-06,31
2014-11-07,47
2014-11-08,29
2014-11-09,44
2014-11-10,28
2014-11-11,27
2014-11-12,31
2014-11-13,45
2014-11-14,28
2014-11-15,48
2014-11-16,28
2014-11-17,20
2014-11-18,26
2014-11-19,28
2014-11-20,27
2014-11-21,35
2014-11-22,60
2014-11-23,32
2014-11-24,40
2014-11-25,27
2014-11-26,15
2014-11-27,36
2014-11-28,32
2014-11-29,20
2014-11-30,23
