"start","Dabangg.2.movie."
2013-01-01,100
2013-01-02,70
2013-01-03,54
2013-01-04,62
2013-01-05,75
2013-01-06,59
2013-01-07,46
2013-01-08,43
2013-01-09,42
2013-01-10,41
2013-01-11,41
2013-01-12,52
2013-01-13,52
2013-01-14,32
2013-01-15,29
2013-01-16,27
2013-01-17,31
2013-01-18,32
2013-01-19,40
2013-01-20,38
2013-01-21,25
2013-01-22,27
2013-01-23,23
2013-01-24,28
2013-01-25,32
2013-01-26,40
2013-01-27,31
2013-01-28,18
2013-01-29,22
2013-01-30,21
2013-01-31,24
