"start","Chashme.Baddoor.movie."
2013-04-01,9
2013-04-02,14
2013-04-03,10
2013-04-04,23
2013-04-05,67
2013-04-06,100
2013-04-07,68
2013-04-08,55
2013-04-09,44
2013-04-10,42
2013-04-11,42
2013-04-12,49
2013-04-13,65
2013-04-14,49
2013-04-15,28
2013-04-16,22
2013-04-17,31
2013-04-18,19
2013-04-19,29
2013-04-20,40
2013-04-21,40
2013-04-22,22
2013-04-23,17
2013-04-24,16
2013-04-25,16
2013-04-26,23
2013-04-27,24
2013-04-28,23
2013-04-29,18
2013-04-30,16
