"start","Race.2.movie."
2013-03-01,86
2013-03-02,100
2013-03-03,96
2013-03-04,69
2013-03-05,61
2013-03-06,67
2013-03-07,70
2013-03-08,71
2013-03-09,93
2013-03-10,86
2013-03-11,58
2013-03-12,54
2013-03-13,60
2013-03-14,54
2013-03-15,68
2013-03-16,90
2013-03-17,79
2013-03-18,55
2013-03-19,57
2013-03-20,60
2013-03-21,68
2013-03-22,61
2013-03-23,88
2013-03-24,82
2013-03-25,61
2013-03-26,58
2013-03-27,65
2013-03-28,65
2013-03-29,69
2013-03-30,73
2013-03-31,72
