1.39017301698891,7.75474980797851,8.26505872041694,-0.15254597889794,-350.507146048987,-0.616095021511175,35.9403299104115
1.4931550451326,24.0010365788294,20.6340526225007,-0.192541714027579,-2345.99068933623,-0.273961852559515,974.750097656035,-0.962489828736216,11.5642713548184,33.9259107183628
1.48431693231499,40.2229291419354,35.3977265857166,-0.109402346981129,-2662.68013573871,-0.855106139344959,390.54570897447,0.293800262453438,231.623810642877,-1.81106000945994,39.8961506957938,-6.74045810049059,48.5094937814866
1.48047087178908,51.6884340091918,46.5127903443172,-0.222467069086677,-2647.98143133578,-0.998543240706725,498.453704896266,0.132723919176735,-86.7478780691903,-1.51969834454114,248.251022757753,-0.673637524233806,40.8556971746877,-5.82493415140442,36.7759693185367,7.96585084395786
1.49196588677203,73.3531324265354,66.6385450631949,-0.510643447486891,-2465.50257959112,-1.31850818992021,505.010908589078,0.106207083738858,264.409257052431,-1.7547243269346,-5051.51865819492,-0.842041757462627,5005.54233887508,-0.441846290566392,43.5718807520335,-15.3566514486308,33.3798431975021,6.799277544331,-3.81968987832388
1.57463993319627,111.838259423581,105.0947985523,-1.37111448225367,-1452.96714721141,565.441544738836,56.114731761867,-3836.01391837148,2588.01331795379,-1.16413883914927,-1.0941660604706,-1.42688430715774,-1.15513715305219,-1.38233295651969,1738.22979765453,-26.6277496167096,0.048168810203876
