"start","Godzilla.movie."
2014-05-01,8
2014-05-02,7
2014-05-03,10
2014-05-04,10
2014-05-05,8
2014-05-06,8
2014-05-07,8
2014-05-08,9
2014-05-09,11
2014-05-10,12
2014-05-11,14
2014-05-12,13
2014-05-13,16
2014-05-14,18
2014-05-15,33
2014-05-16,70
2014-05-17,100
2014-05-18,84
2014-05-19,49
2014-05-20,36
2014-05-21,32
2014-05-22,31
2014-05-23,34
2014-05-24,44
2014-05-25,39
2014-05-26,29
2014-05-27,22
2014-05-28,19
2014-05-29,17
2014-05-30,19
2014-05-31,28
