"start","Godzilla.movie."
2014-06-01,100
2014-06-02,62
2014-06-03,57
2014-06-04,53
2014-06-05,53
2014-06-06,58
2014-06-07,76
2014-06-08,74
2014-06-09,47
2014-06-10,41
2014-06-11,38
2014-06-12,37
2014-06-13,44
2014-06-14,57
2014-06-15,56
2014-06-16,37
2014-06-17,32
2014-06-18,38
2014-06-19,35
2014-06-20,41
2014-06-21,53
2014-06-22,48
2014-06-23,33
2014-06-24,30
2014-06-25,32
2014-06-26,29
2014-06-27,34
2014-06-28,40
2014-06-29,41
2014-06-30,25
