"start","Dhoom.3.movie."
2014-01-01,100
2014-01-02,76
2014-01-03,73
2014-01-04,85
2014-01-05,74
2014-01-06,52
2014-01-07,49
2014-01-08,49
2014-01-09,46
2014-01-10,50
2014-01-11,60
2014-01-12,54
2014-01-13,38
2014-01-14,37
2014-01-15,32
2014-01-16,34
2014-01-17,37
2014-01-18,45
2014-01-19,37
2014-01-20,28
2014-01-21,27
2014-01-22,28
2014-01-23,28
2014-01-24,30
2014-01-25,39
2014-01-26,35
2014-01-27,25
2014-01-28,22
2014-01-29,23
2014-01-30,24
2014-01-31,26
