"start","Dhoom.3.movie."
2014-01-01,100
2014-01-02,79
2014-01-03,73
2014-01-04,85
2014-01-05,75
2014-01-06,53
2014-01-07,50
2014-01-08,50
2014-01-09,46
2014-01-10,50
2014-01-11,60
2014-01-12,55
2014-01-13,38
2014-01-14,37
2014-01-15,32
2014-01-16,34
2014-01-17,38
2014-01-18,46
2014-01-19,38
2014-01-20,28
2014-01-21,27
2014-01-22,28
2014-01-23,28
2014-01-24,31
2014-01-25,38
2014-01-26,37
2014-01-27,26
2014-01-28,23
2014-01-29,23
2014-01-30,24
2014-01-31,26
