"V1","est1","est2","est3","est4","est5","est6","maxx","meanx","minx","adj.e.1","adj.e.2","adj.e.3","error1","error2","error3"
75.09,72.507406270368,71.5752949061867,72.7959252670837,72.4297907915449,71.2208976597163,15094.8444969001,72.7959252670837,72.1058629789799,71.2208976597163,72.7959252670837,72.1058629789799,71.2208976597163,3.15137794388832,4.13854976243749,5.4325380154147
28.61,9.21073286622428,21.6937370033308,23.700014082769,24.2303482459577,22.1263205230644,54757.779647031,24.2303482459577,20.1922305442693,9.21073286622428,24.2303482459577,20.1922305442693,9.21073286622428,18.0750673064425,41.6881603905805,210.615891433707
98.86,98.9713841309927,96.6404550709817,100.359988321302,99.2844356587521,102.657443804907,3885.17166854684,102.657443804907,99.582741397387,96.6404550709817,102.657443804907,99.582741397387,96.6404550709817,3.69914120609063,0.725769734037402,2.29670372246082
7.5,7.80190734493818,1.69722269041662,2.11540613989635,2.41178373809622,2.4165736454762,28637.0963404468,7.80190734493818,3.28857871176471,1.69722269041662,7.80190734493818,3.28857871176471,1.69722269041662,3.86966073282135,128.062049211994,341.898405103162
13.1,15.7282970373028,13.9668047468265,9.33490140120792,10.0643698739648,9.76077701767786,3267.55407353059,15.7282970373028,11.771030015396,9.33490140120792,15.7282970373028,11.771030015396,9.33490140120792,16.7106269106521,11.2901758203469,40.3335657975443
6.42,5.2051227266662,5.56146629966204,5.2192349430074,5.2505857259187,5.16470823534981,38680.877938864,5.56146629966204,5.28022358612083,5.16470823534981,6.25,6.25,6.25,2.72,2.72,2.72
6.28,-0.0273891958508337,2.91997377785115,3.96512996675292,3.19469857653323,10.4048770248569,37188.6037999363,10.4048770248569,4.09145803002868,-0.0273891958508337,4.55,4.55,4.55,38.021978021978,38.021978021978,38.021978021978
27.61,39.9187670143518,28.1088157122636,26.0853215673673,26.3013332132735,23.8608696223617,47360.4996721834,39.9187670143518,28.8550214259236,23.8608696223617,39.9187670143518,28.8550214259236,23.8608696223617,30.8345370735687,4.31474788233931,15.712463279732
96.65,93.206689112134,103.008180337255,100.324319250411,98.7566660551375,98.1168857221213,102405.806172245,103.008180337255,98.6825480954119,93.206689112134,103.008180337255,98.6825480954119,93.206689112134,6.17250039408358,2.05968343404213,3.69427443530739
78.77,73.6641606062197,75.9675454472167,75.8413315955396,76.2404878534735,78.6528128397979,115548.802863662,78.6528128397979,76.0732676684495,73.6641606062197,78.6528128397979,76.0732676684495,73.6641606062197,0.148992967919347,3.54491454646553,6.9312394952468
25.16,25.9189569055151,23.2671972982529,23.9125336002822,23.6998407558941,24.0753889973389,29664.2464398829,25.9189569055151,24.1747835114567,23.2671972982529,25.9189569055151,24.1747835114567,23.2671972982529,2.9281923199372,4.07538908497955,8.13506963251331
22.4,32.7944721368743,17.874673017017,23.5076786434955,23.1857875772782,23.437782512448,11987.9367447247,32.7944721368743,24.1600787774226,17.874673017017,32.7944721368743,24.1600787774226,17.874673017017,31.6958056025139,7.2850705233105,25.3169777073673
16.32,14.8323467451039,17.8835149416435,12.8866067570006,11.224915360241,8.91512959042506,17501.9307093054,17.8835149416435,13.1485026788828,8.91512959042506,17.8835149416435,13.1485026788828,8.91512959042506,8.74277202633526,24.1205968357964,83.059593632019
93.81,105.246822820939,100.610962780494,97.890498366987,97.4004007041347,96.4545800010932,21119.9523462417,105.246822820939,99.5206529347296,96.4545800010932,105.246822820939,99.5206529347296,96.4545800010932,10.8666680042179,5.73815862972169,2.74178789754021
72.91,91.8527954146467,81.391009713207,78.4694716715694,78.3853877574811,78.9817527947762,28618.5876990202,91.8527954146467,81.8160834703361,78.3853877574811,91.8527954146467,81.8160834703361,78.3853877574811,20.6229928323185,10.8854923049025,6.98521486481839
50.06,45.9105076173031,38.6517053935261,35.137446089201,36.6102477890356,40.5037921796239,113341.546588279,45.9105076173031,39.3627398137379,35.137446089201,45.9105076173031,39.3627398137379,35.137446089201,9.03821934901241,27.1761067366775,42.4690908750629
32.35,40.1417885294968,33.3441953358226,30.6609309417881,31.3420177809452,31.7560328928416,21215.0446030288,40.1417885294968,33.4489930961789,30.6609309417881,40.1417885294968,33.4489930961789,30.6609309417881,19.4106660787456,3.28557900986388,5.50886423317892
19.47,22.7479108494277,20.7327125145299,38.2172992467575,35.3654876538104,31.3014190668051,30913.3670224516,38.2172992467575,29.6729658662661,20.7327125145299,38.2172992467575,29.6729658662661,20.7327125145299,49.0544847915911,34.3847187781974,6.09043565160575
35.18,38.4934967304301,40.729491975161,38.0164899623333,38.4335282733799,36.1545126866895,18797.7047739835,40.729491975161,38.3655039255988,36.1545126866895,40.729491975161,38.3655039255988,36.1545126866895,13.6252423146975,8.30304205511371,2.69541093012231
23.46,29.9598745048781,71.7677365496877,55.6907931373959,55.055083714617,49.5100066808736,28232.497329752,71.7677365496877,52.3966989174905,29.9598745048781,71.7677365496877,52.3966989174905,29.9598745048781,67.3112165328529,55.2261869837589,21.6952661260974
50.69,51.9631804244698,54.6160567842923,52.1715271928647,51.1271868750094,51.2144327914682,25834.0804622514,54.6160567842923,52.2184768136209,51.1271868750094,54.6160567842923,52.2184768136209,51.1271868750094,7.18846620472511,2.92708042610349,0.855096675039515
28.81,30.9309988280238,26.7697042306863,24.9461590655849,25.9969109362457,30.6750790481057,19327.1894365149,30.9309988280238,27.8637704217293,24.9461590655849,30.9309988280238,27.8637704217293,24.9461590655849,6.85719475086009,3.39591363246665,15.4887208257464
47.45,53.7434136294297,51.1750592233192,50.9099059845088,51.3363905776651,54.3409773688024,84765.6205213695,54.3409773688024,52.3011493567451,50.9099059845088,54.3409773688024,52.3011493567451,50.9099059845088,12.6809963722856,9.27541634631289,6.79613508923313
110,104.628372621793,112.652430923582,111.340995525479,110.87141305029,110.41038212192,23292.1197173444,112.652430923582,109.980718848613,104.628372621793,112.652430923582,109.980718848613,104.628372621793,2.3545261312485,0.0175313924012856,5.13400643019066
4.83,1.44784440195499,3.66713931479061,-0.992565616897779,-1.11348811440425,-1.12794911314072,30771.7023732445,3.66713931479061,0.376196174460569,-1.12794911314072,4.43,4.43,4.43,9.0293453724605,9.0293453724605,9.0293453724605
75.23,81.1977092903788,85.9695373682538,85.1427041020095,84.4845485927362,81.0982444872444,25231.7892913138,85.9695373682538,83.5785487681245,81.0982444872444,85.9695373682538,83.5785487681245,81.0982444872444,12.4922591152848,9.98886543398387,7.23596980963926
55.48,77.120053716962,64.3008527485461,61.3368576203168,61.7476736818759,62.7414118583016,37251.7922623334,77.120053716962,65.4493699252005,61.3368576203168,77.120053716962,65.4493699252005,61.3368576203168,28.0602160838517,15.2321862480786,9.54867570257925
10.77,5.13046193596432,7.74205200665275,7.99310116878861,8.82164559900398,8.75030382520911,18637.8165335118,8.82164559900398,7.68751290712375,5.13046193596432,7.96,7.96,7.96,35.3015075376884,35.3015075376884,35.3015075376884
11.22,8.33474116339371,7.62962251468557,7.88319756638072,7.39839747772196,8.35842989906123,44487.365796277,8.35842989906123,7.92087772424864,7.39839747772196,9.66,9.66,9.66,16.1490683229814,16.1490683229814,16.1490683229814
44.5,44.4881806779737,41.3724897324743,40.7319770238034,41.3555233763275,38.0436390153838,3301.60596827483,44.4881806779737,41.1983619651925,38.0436390153838,44.4881806779737,41.1983619651925,38.0436390153838,0.0265673305722043,8.0140031722546,16.9709343052209
5.23,0.269346019133143,2.24001046303997,5.08571255346409,4.00056587825819,3.24455586391608,60878.7138912221,5.08571255346409,2.96803815556229,0.269346019133143,4.97,4.97,4.97,5.23138832997989,5.23138832997989,5.23138832997989
108.05,115.611664672593,113.517734436185,114.566248592397,110.18782680962,109.027471837878,13062.4856140813,115.611664672593,112.582189269735,109.027471837878,115.611664672593,112.582189269735,109.027471837878,6.54057243618754,4.02567164409653,0.896537195076766
20.3,26.9539392677826,15.5699258709712,15.8430830941587,15.8650486586823,14.7294942462846,49129.3972835506,26.9539392677826,17.7922982275759,14.7294942462846,26.9539392677826,17.7922982275759,14.7294942462846,24.6863332356613,14.0943105851131,37.8187170623362
31.43,27.3707299385509,29.6329978474193,25.7740816914281,25.2710226509844,29.1382109586158,31057.0361844233,29.6329978474193,27.4374086173997,25.2710226509844,29.6329978474193,27.4374086173997,25.2710226509844,6.06419290357812,14.5516343699761,24.3716981068659
77.3,60.9542956486879,68.5068980258906,73.0886839495155,74.5242014513314,73.7227652401127,8678.00973702273,74.5242014513314,70.1593688631076,60.9542956486879,74.5242014513314,70.1593688631076,60.9542956486879,3.72469411897202,10.1777300061306,26.816328820402
48.58,33.4249451194322,32.7480903075659,49.4806258241611,51.0962854163419,50.0166387412601,810.143071178329,51.0962854163419,43.3533170817522,32.7480903075659,51.0962854163419,43.3533170817522,32.7480903075659,4.92459558623249,12.0560161714771,48.3445280129097
23.31,34.4929811612618,21.6027865648899,20.5717307994758,20.4295056676269,18.9062329389667,34966.4818078502,34.4929811612618,23.2006474264442,18.9062329389667,34.4929811612618,23.2006474264442,18.9062329389667,32.4210340329212,0.471334146611581,23.2926732429969
24.75,23.8896124530133,32.8541071286855,30.7657979262976,30.1703031892603,31.6202853122999,33702.8715802503,32.8541071286855,29.8600212019113,23.8896124530133,32.8541071286855,29.8600212019113,23.8896124530133,24.6669528925035,17.1132537628079,3.60151320444793
30.16,36.5927775164844,33.3491293091816,32.5130339356353,32.9776072276665,32.6022081550871,33628.8657295753,36.5927775164844,33.606951228811,32.5130339356353,36.5927775164844,33.606951228811,32.5130339356353,17.5793638883699,10.2566615023856,7.23720197965367
6.1,2.41387514724103,14.3501723639009,11.436605111601,11.774636279861,10.3081324948812,39623.0469450002,14.3501723639009,10.056684279497,2.41387514724103,4.25,4.25,4.25,43.5294117647059,43.5294117647059,43.5294117647059
198.63,198.394167990272,201.368838994208,194.19101379289,195.762893417642,194.768984984583,8613.54977392337,201.368838994208,196.897179835919,194.19101379289,201.368838994208,196.897179835919,194.19101379289,1.36011063473763,0.880063475528334,2.2858865198802
5.03,-0.489769383067631,7.17145271470103,14.8037599131925,15.5918606539337,17.4125856564168,118418.225061034,17.4125856564168,10.8979779110353,-0.489769383067631,3.95,3.95,3.95,27.3417721518987,27.3417721518987,27.3417721518987
11.55,4.81545768993277,6.95100362517632,3.29204693055791,3.77711457126506,18.1287152550787,10567.6556390359,18.1287152550787,7.39286761440215,3.29204693055791,7.45,7.45,7.45,55.0335570469799,55.0335570469799,55.0335570469799
48,69.122776277292,63.9597846585595,55.4386148139266,56.1110499349678,54.6083657522443,12166.1456960129,69.122776277292,59.8481182873981,54.6083657522443,69.122776277292,59.8481182873981,54.6083657522443,30.558344752468,19.7969771254995,12.1013798182977
20.43,22.3697748744538,19.5791609883934,17.8642441948896,17.9779389569749,18.197077290666,51791.4192686353,22.3697748744538,19.1976392610756,17.8642441948896,22.3697748744538,19.1976392610756,17.8642441948896,8.67140990618131,6.4193348055202,14.3625208943592
67.21,48.9476444343295,66.9520112604163,64.387519375499,64.9566898234694,66.2858195443767,37130.701219835,66.9520112604163,62.3059368876182,48.9476444343295,66.9520112604163,62.3059368876182,48.9476444343295,0.385333815559681,7.87094032664547,37.309978399823
18.31,19.6728934176635,16.9593013337724,15.7395951480595,15.5368503329336,13.1433940092237,46912.2739649099,19.6728934176635,16.2104068483305,13.1433940092237,19.6728934176635,16.2104068483305,13.1433940092237,6.92777309737175,12.9521311297975,39.3095268022136
21.7,23.032387256158,19.01777088749,18.8919764963153,18.7022787567604,18.960947036097,36491.4875061892,23.032387256158,19.7210720865642,18.7022787567604,23.032387256158,19.7210720865642,18.7022787567604,5.78484219347159,10.0345858721549,16.0286416549959
29.25,26.0240903420034,27.0906359116219,28.4450710734194,28.3265043742387,28.2779502761231,42539.6573590757,28.4450710734194,27.6328503954813,26.0240903420034,28.4450710734194,27.6328503954813,26.0240903420034,2.82976591797915,5.8522721375973,12.3958594348635
2.8,0.430307960873371,-6.45957408729467,-6.08059152516725,-6.17806692242969,-5.59579996285667,15531.493548959,0.430307960873371,-4.77674490737498,-6.45957408729467,2.8,2.8,2.8,0,0,0
50.1,64.099418873658,59.1256568569433,56.1846540562431,56.7606653505514,55.0105447588434,33526.3010127785,64.099418873658,58.2361879792478,55.0105447588434,64.099418873658,58.2361879792478,55.0105447588434,21.8401650430736,13.9710174404738,8.92655177361063
77.78,80.8250454537552,83.3955081087136,82.2774916058589,81.893490205436,77.9339996998984,24738.7774230899,83.3955081087136,81.2651070147324,77.9339996998984,83.3955081087136,81.2651070147324,77.9339996998984,6.73358582022582,4.28856509608804,0.197602715748419
324.27,281.449327771447,296.248101769186,301.200833455113,300.018018634514,299.1479764851,19556.3397979077,301.200833455113,295.612851623072,281.449327771447,301.200833455113,295.612851623072,281.449327771447,7.65906464476146,9.69414834963548,15.214345178087
16.81,15.2039199926716,20.5865639115644,18.1293443211384,18.0999569762926,14.8352070489478,29263.6141016843,20.5865639115644,17.370998450123,14.8352070489478,20.5865639115644,17.370998450123,14.8352070489478,18.3447996848224,3.2295118310774,13.3115294214395
56.38,29.4837196980582,50.6001821634808,52.6125289600501,52.9901881667835,57.22207735034,16747.5207589443,57.22207735034,48.5817392677425,29.4837196980582,57.22207735034,48.5817392677425,29.4837196980582,1.47159521172984,16.0518352158615,91.2241758413991
58.09,60.4212825303431,63.6654476078277,58.4188695979587,58.3447048807764,54.601242635614,21975.7819552778,63.6654476078277,59.090309450504,54.601242635614,63.6654476078277,59.090309450504,54.601242635614,8.75741523435425,1.69284855639805,6.38952008412788
58.94,51.804107720193,57.8025293023445,56.4568285162353,57.7090976465985,59.7005743340298,13908.7377269843,59.7005743340298,56.6946275038802,51.804107720193,59.7005743340298,56.6946275038802,51.804107720193,1.273981603216,3.96046785203077,13.7747614887023
96.34,103.729464094524,103.236627549933,102.100791295431,101.316260113621,104.135499022905,23198.1840018953,104.135499022905,102.903728415283,101.316260113621,104.135499022905,102.903728415283,101.316260113621,7.48591891914816,6.37851370048891,4.91161054310526
45.99,52.7474965022091,50.2280419778409,45.7203443425195,45.7729993785042,46.1823416557022,26669.994301234,52.7474965022091,48.1302447713552,45.7203443425195,52.7474965022091,48.1302447713552,45.7203443425195,12.8110279166066,4.44677724271402,0.589793583924754
27.87,30.3042542251466,26.2866190526681,25.2203112945404,25.0997349047365,28.045307013343,24731.7822209696,30.3042542251466,26.9912452980869,25.0997349047365,30.3042542251466,26.9912452980869,25.0997349047365,8.03271450622482,3.25570269992458,11.0370292984279
2.95,-0.0575493764212407,-2.31993160420552,-2.8967577924963,-1.93708397451229,-1.14302432359272,22432.8492954901,-0.0575493764212407,-1.67086941424561,-2.8967577924963,2.95,2.95,2.95,0,0,0
40.62,57.3135919327694,46.8994955185674,46.0309014987643,46.2636626539086,46.5170089446316,12462.0919531261,57.3135919327694,48.6049321097283,46.0309014987643,57.3135919327694,48.6049321097283,46.0309014987643,29.126759237759,16.4282342617039,11.754932713863
1.95,-7.39037634318322,-2.94756713303812,0.0740528455187359,-0.241868808160176,-1.10075572448632,52271.2498983252,0.0740528455187359,-2.32130303266982,-7.39037634318322,1.95,1.95,1.95,0,0,0
151.09,114.85079760517,126.98611193529,130.950004237081,132.018571188138,141.916804475553,19029.5450074668,141.916804475553,129.344457888246,114.85079760517,141.916804475553,129.344457888246,114.85079760517,6.46378387559258,16.8121174009185,31.5532875264927
37.16,44.3428702092553,41.3648879918966,41.1537255191047,41.0197038349597,40.4560160789694,46381.769275033,44.3428702092553,41.6674407268372,40.4560160789694,44.3428702092553,41.6674407268372,40.4560160789694,16.198478301831,10.8176567799951,8.14715930638261
20.19,19.499079758572,26.1141823410706,23.4686825570869,23.4652193182121,19.2344598665847,47410.2510582889,26.1141823410706,22.3563247683053,19.2344598665847,26.1141823410706,22.3563247683053,19.2344598665847,22.6856895754818,9.68998612587916,4.96785529743597
20.92,23.4393045119901,19.2452303622603,19.555717419493,19.9352155181222,18.3384707702339,41326.8217201813,23.4393045119901,20.1027877164199,18.3384707702339,23.4393045119901,20.1027877164199,18.3384707702339,10.7482050531891,4.06516894625803,14.0771237804423
12.77,11.922317127783,7.22700609115599,9.64469275034675,9.15528564820979,8.79806950839934,62202.1057781761,11.922317127783,9.34947422517897,7.22700609115599,12.16,12.16,12.16,5.01644736842105,5.01644736842105,5.01644736842105
38.26,43.3776350770133,52.1013491333115,50.1249903749081,50.0562279873565,46.3827724900095,11079.3755592175,52.1013491333115,48.4085950125198,43.3776350770133,52.1013491333115,48.4085950125198,43.3776350770133,26.5662009977817,20.9644485858246,11.7978655773358
36.91,38.7288039395443,33.2897884633183,30.6484075641232,30.8184936917914,29.9725035783774,33742.9086638619,38.7288039395443,32.6915994474309,29.9725035783774,38.7288039395443,32.6915994474309,29.9725035783774,4.69625641520823,12.9036224102538,23.1462026636553
185.83,154.686653635817,175.085131753687,176.108285368649,178.039160769419,173.040004736887,39464.5403392303,178.039160769419,171.391847252892,154.686653635817,178.039160769419,171.391847252892,154.686653635817,4.37591325240583,8.4240604080803,20.1331825546535
6.91,6.68559941854648,7.0652916839544,7.97130646053062,9.09327381167553,7.72430512629986,41911.1939501654,9.09327381167553,7.70795530020138,6.68559941854648,9.09327381167553,7.70795530020138,6.68559941854648,24.0097665251459,10.3523602450125,3.35647662094456
14.34,13.2227254983592,12.8710814389571,11.9443323267865,11.3527150408725,9.54467439561756,38270.2476916672,13.2227254983592,11.7871057401186,9.54467439561756,14.1,14.1,14.1,1.70212765957447,1.70212765957447,1.70212765957447
