"V1","est1","est2","est3","est4","est5","est6","maxx","meanx","minx","adj.e.1","adj.e.2","adj.e.3","error1","error2","error3"
102.03,97.0529754185907,95.5710234416945,97.2120440482905,97.7315983941582,99.0818550106658,29181.8099601363,99.0818550106658,97.3298992626799,95.5710234416945,99.0818550106658,97.3298992626799,95.5710234416945,2.97546406354304,4.8290409965751,6.75830008480133
28.56,39.9399624794996,31.1042412904595,36.8425377057513,35.364458540367,34.2135356755323,7320.62084436177,39.9399624794996,35.4929471383219,31.1042412904595,39.9399624794996,35.4929471383219,31.1042412904595,28.4926719331314,19.5333092833995,8.17972464494695
1.55,-1.86194055157777,-0.155010013630944,-1.42744763885292,-0.792709628325771,-0.4380708397272,22722.1889773344,-0.155010013630944,-0.935035734422923,-1.86194055157777,1.45,1.45,1.45,6.89655172413794,6.89655172413794,6.89655172413794
6.4,9.43468429637611,9.16772944450897,3.13214486403499,3.51131021442394,4.59544476787605,6490.71460743855,9.43468429637611,5.96826271744401,3.13214486403499,9.43468429637611,5.96826271744401,3.13214486403499,32.1651917652585,7.23388535317171,104.332822325312
8.78,3.78221464991441,3.95517901108081,4.95613438513911,4.66217489162241,5.13612374825549,54378.7944629983,5.13612374825549,4.49836533720245,3.78221464991441,8.26,8.26,8.26,6.29539951573849,6.29539951573849,6.29539951573849
104.33,112.235182384691,108.599270685213,106.519084494255,106.249055937898,105.641444134856,30362.6281363409,112.235182384691,107.848807527383,105.641444134856,112.235182384691,107.848807527383,105.641444134856,7.04340850767802,3.26272270232507,1.24141064673599
57.78,63.7856182130683,66.7332671979042,62.6857552047588,62.6696101853419,63.4039453694933,42364.1124975079,66.7332671979042,63.8556392341133,62.6696101853419,66.7332671979042,63.8556392341133,62.6696101853419,13.4164976088348,9.51464789482139,7.80220296708582
6,5.59794751339423,2.14319972981624,1.24917170563401,1.46811947685043,2.41643161238664,28119.2602286777,5.59794751339423,2.57497400761631,1.24917170563401,6,6,6,0,0,0
15.73,16.4145248468883,13.4610184166718,13.9469198784598,13.2996536752512,11.0307497177109,55109.1897972364,16.4145248468883,13.6305733069964,11.0307497177109,16.4145248468883,13.6305733069964,11.0307497177109,4.17023857390582,15.4023359525604,42.6013680171168
19.37,18.9869009926256,19.6065744574977,20.8132167919384,20.1315023471028,19.521117370689,61076.8800176554,20.8132167919384,19.8118623919707,18.9869009926256,20.8132167919384,19.8118623919707,18.9869009926256,6.93413616148643,2.23029205043224,2.01770161188059
22.35,24.7259883110868,20.8702283243867,18.8021207739839,19.2951779302177,22.3583117048236,29127.1143398789,24.7259883110868,21.2103654088997,18.8021207739839,24.7259883110868,21.2103654088997,18.8021207739839,9.60927539556182,5.37300781542455,18.8695693888173
78.77,79.2598238373929,78.4697463745659,80.4180795117288,80.2622168653033,81.8522082522187,16788.8655880417,81.8522082522187,80.0524149682419,78.4697463745659,81.8522082522187,80.0524149682419,78.4697463745659,3.7655773961788,1.60196912079505,0.382636161458746
110.94,68.5931938063614,89.1794626258566,103.993864980289,103.067513448301,113.175627190653,13245.3535951535,113.175627190653,95.6019324102922,68.5931938063614,113.175627190653,95.6019324102922,68.5931938063614,1.97536099083124,16.0436794560614,61.7361633767682
316.79,294.617292234205,302.547147224724,308.417447070259,308.318780379154,308.076764234862,30865.1647808244,308.417447070259,304.395486228641,294.617292234205,308.417447070259,304.395486228641,294.617292234205,2.71468200300406,4.07184545504371,7.52593562911743
144.86,163.346318022121,148.980632179988,144.689836475824,145.518683468305,148.28217696072,67121.33432652,163.346318022121,150.163529421392,144.689836475824,163.346318022121,150.163529421392,144.689836475824,11.3172541909501,3.5318358870675,0.11760572015304
54.02,76.662214869986,65.5830821212777,64.5909240166835,66.1640836014993,63.8767674050187,26165.1590490856,76.662214869986,67.375414402893,63.8767674050187,76.662214869986,67.375414402893,63.8767674050187,29.5350387519924,19.822385541156,15.4309114337622
12.46,13.64167444784,11.7809057707732,9.17360491991163,7.85199067970064,6.91904328083602,22978.6757434232,13.64167444784,9.87344381981229,6.91904328083602,13.64167444784,9.87344381981229,6.91904328083602,8.66223902614155,26.1971023220638,80.0827006605237
108.93,89.5338522612123,99.1855526078225,107.432929086582,108.145069445125,108.588289611346,5186.29721056933,108.588289611346,102.577138602417,89.5338522612123,108.588289611346,102.577138602417,89.5338522612123,0.314684382521289,6.193252691719,21.6634795096273
4.96,-3.35545938993633,-2.93767828878857,-1.11751412662527,-1.9832103315316,-4.48830008334734,42140.4934207549,-1.11751412662527,-2.77643244404582,-4.48830008334734,4.69,4.69,4.69,5.75692963752664,5.75692963752664,5.75692963752664
35.51,40.5890936708396,38.7272041579738,35.1495040407378,35.1231652051806,34.7673718327989,22043.9568630443,40.5890936708396,36.8712677815061,34.7673718327989,40.5890936708396,36.8712677815061,34.7673718327989,12.5134444046198,3.69194731673673,2.13599167280329
1.36,-9.16895006405163,-4.95997546992079,13.8068157191545,19.0225394695906,11.7230776539684,29433.537965457,19.0225394695906,6.08470146174821,-9.16895006405163,1.11,1.11,1.11,22.5225225225225,22.5225225225225,22.5225225225225
8.49,7.53620727064695,6.13165965286594,1.97180650359489,1.85987436036145,1.47441174820894,20304.5137052819,7.53620727064695,3.79479190713563,1.47441174820894,7.53620727064695,3.79479190713563,1.47441174820894,12.6561371668745,123.727682775849,475.822867005321
22.14,25.5337881811722,20.0942508191961,19.5077566268077,19.532961944545,19.9298659010572,25355.9817242713,25.5337881811722,20.9197246945556,19.5077566268077,25.5337881811722,20.9197246945556,19.5077566268077,13.2913618500002,5.83313271690402,13.4933166511575
78.87,107.474988696601,96.1070136821943,94.7710852796505,94.3933555273157,94.8809794373395,39633.6361006469,107.474988696601,97.5254845246203,94.3933555273157,107.474988696601,97.5254845246203,94.3933555273157,26.6154842568556,19.128830392953,16.4453900813215
41.68,44.6619049557666,42.7251921772861,40.4697649730581,40.1446346710671,39.1332927915885,23471.228736055,44.6619049557666,41.4269579137533,39.1332927915885,44.6619049557666,41.4269579137533,39.1332927915885,6.67661838141462,0.6108150320222,6.50777643980648
218.53,241.900543401058,235.926007256028,237.154488712277,237.392754046122,235.875803263909,22164.1203467073,241.900543401058,237.649919335879,235.875803263909,241.900543401058,237.649919335879,235.875803263909,9.6612198850297,8.04541377052023,7.35378662155605
19.56,19.0440508981888,18.3102219113382,18.5762822142303,18.2345198950638,20.8079947784598,22974.478011743,20.8079947784598,18.9946139394562,18.2345198950638,20.8079947784598,18.9946139394562,18.2345198950638,5.99766960606764,2.97655989400957,7.26907049137599
24.76,26.3603517159707,26.3541997468781,24.6776537317939,23.8741234144488,24.3915165266441,30576.022623421,26.3603517159707,25.1315690271471,23.8741234144488,26.3603517159707,25.1315690271471,23.8741234144488,6.07105600567964,1.47849514189002,3.71061408275632
150.83,161.069232588435,154.252888422978,152.643241508809,153.56439748412,156.03905878094,24922.6020160376,161.069232588435,155.513763757056,152.643241508809,161.069232588435,155.513763757056,152.643241508809,6.35703816544447,3.01180014160893,1.1878950491916
3.37,1.64583798158767,1.33833315663409,2.88770336887797,3.58078153829369,1.18523637879922,54419.6145698617,3.58078153829369,2.12757848483853,1.18523637879922,3.3,3.3,3.3,2.12121212121213,2.12121212121213,2.12121212121213
14.05,18.4747325600492,14.6931964738012,12.159922879422,11.8917021264796,11.9807961697022,6968.87368157238,18.4747325600492,13.8400700418908,11.8917021264796,18.4747325600492,13.8400700418908,11.8917021264796,23.9501846409267,1.51682728103083,18.1496126506101
25.97,25.6159099745384,24.6713019531605,21.6534162403564,21.9956424728668,20.151411614383,32356.7077722875,25.6159099745384,22.817536451061,20.151411614383,25.6159099745384,22.817536451061,20.151411614383,1.38230508232414,13.8159680634251,28.8743463582671
261.25,276.336346944163,265.695294936256,265.859089854693,265.759351773051,263.978732517449,32381.9077422978,276.336346944163,267.525763205122,263.978732517449,276.336346944163,267.525763205122,263.978732517449,5.45941462677405,2.34585377121619,1.03369407505897
76.31,98.0659581711438,80.1679814530757,81.4093904985209,82.0220928869268,81.95214252426,23424.2639054578,98.0659581711438,84.7235131067854,80.1679814530757,98.0659581711438,84.7235131067854,80.1679814530757,22.1850258508416,9.93055268633757,4.81237195093141
6.3,1.87585631784139,1.67617064990492,0.723558846508381,0.946687905374232,2.22859536334971,36581.3939362632,2.22859536334971,1.49017381659573,0.723558846508381,5.91,5.91,5.91,6.5989847715736,6.5989847715736,6.5989847715736
12.96,12.0106447189135,7.88302277670638,22.927626577331,20.6203787947008,17.317039414027,40057.8467968585,22.927626577331,16.1517424563357,7.88302277670638,22.927626577331,16.1517424563357,7.88302277670638,43.4743061769255,19.7609791325254,64.4039395432882
1.95,-1.39386114621485,0.0332484017173893,4.60566542443625,2.386747744599,3.04157781818771,44999.144191999,4.60566542443625,1.7346756485451,-1.39386114621485,1.95,1.95,1.95,0,0,0
