"start","Bombay.Velvet.movie."
2015-06-01,81
2015-06-02,63
2015-06-03,79
2015-06-04,77
2015-06-05,100
2015-06-06,95
2015-06-07,87
2015-06-08,47
2015-06-09,46
2015-06-10,46
2015-06-11,55
2015-06-12,52
2015-06-13,70
2015-06-14,58
2015-06-15,37
2015-06-16,32
2015-06-17,34
2015-06-18,29
2015-06-19,38
2015-06-20,47
2015-06-21,41
2015-06-22,28
2015-06-23,35
2015-06-24,24
2015-06-25,31
2015-06-26,33
2015-06-27,41
2015-06-28,36
2015-06-29,31
2015-06-30,27
