"start","Dirty.Politics.movie."
2015-04-01,71
2015-04-02,91
2015-04-03,90
2015-04-04,100
2015-04-05,78
2015-04-06,69
2015-04-07,57
2015-04-08,60
2015-04-09,49
2015-04-10,53
2015-04-11,60
2015-04-12,56
2015-04-13,46
2015-04-14,42
2015-04-15,44
2015-04-16,47
2015-04-17,47
2015-04-18,60
2015-04-19,54
2015-04-20,46
2015-04-21,58
2015-04-22,54
2015-04-23,72
2015-04-24,67
2015-04-25,81
2015-04-26,70
2015-04-27,52
2015-04-28,42
2015-04-29,36
2015-04-30,46
