"start","Besharam.movie."
2013-10-01,27
2013-10-02,100
2013-10-03,82
2013-10-04,76
2013-10-05,83
2013-10-06,63
2013-10-07,44
2013-10-08,36
2013-10-09,32
2013-10-10,29
2013-10-11,33
2013-10-12,39
2013-10-13,31
2013-10-14,23
2013-10-15,21
2013-10-16,19
2013-10-17,19
2013-10-18,19
2013-10-19,23
2013-10-20,17
2013-10-21,12
2013-10-22,11
2013-10-23,9
2013-10-24,10
2013-10-25,12
2013-10-26,14
2013-10-27,14
2013-10-28,9
2013-10-29,8
2013-10-30,8
2013-10-31,8
