"start","Besharam.movie."
2013-11-01,100
2013-11-02,94
2013-11-03,81
2013-11-04,56
2013-11-05,60
2013-11-06,64
2013-11-07,60
2013-11-08,70
2013-11-09,99
2013-11-10,81
2013-11-11,47
2013-11-12,49
2013-11-13,41
2013-11-14,53
2013-11-15,48
2013-11-16,60
2013-11-17,57
2013-11-18,32
2013-11-19,36
2013-11-20,33
2013-11-21,42
2013-11-22,48
2013-11-23,63
2013-11-24,53
2013-11-25,32
2013-11-26,36
2013-11-27,32
2013-11-28,30
2013-11-29,38
2013-11-30,45
