"start","Ramaiya.Vastavaiya.movie."
2013-08-01,81
2013-08-02,87
2013-08-03,100
2013-08-04,92
2013-08-05,66
2013-08-06,68
2013-08-07,57
2013-08-08,63
2013-08-09,79
2013-08-10,87
2013-08-11,77
2013-08-12,53
2013-08-13,52
2013-08-14,53
2013-08-15,63
2013-08-16,62
2013-08-17,75
2013-08-18,65
2013-08-19,46
2013-08-20,48
2013-08-21,46
2013-08-22,46
2013-08-23,47
2013-08-24,58
2013-08-25,52
2013-08-26,35
2013-08-27,35
2013-08-28,44
2013-08-29,41
2013-08-30,48
2013-08-31,60
