"start","Highway.movie."
2014-02-01,10
2014-02-02,11
2014-02-03,9
2014-02-04,8
2014-02-05,9
2014-02-06,6
2014-02-07,10
2014-02-08,12
2014-02-09,11
2014-02-10,9
2014-02-11,9
2014-02-12,10
2014-02-13,8
2014-02-14,10
2014-02-15,14
2014-02-16,13
2014-02-17,11
2014-02-18,11
2014-02-19,14
2014-02-20,24
2014-02-21,79
2014-02-22,100
2014-02-23,84
2014-02-24,56
2014-02-25,47
2014-02-26,42
2014-02-27,43
2014-02-28,43
