"start","Khoobsurat.movie."
2014-11-01,99
2014-11-02,99
2014-11-03,71
2014-11-04,63
2014-11-05,54
2014-11-06,60
2014-11-07,69
2014-11-08,100
2014-11-09,79
2014-11-10,60
2014-11-11,52
2014-11-12,56
2014-11-13,52
2014-11-14,61
2014-11-15,79
2014-11-16,74
2014-11-17,48
2014-11-18,49
2014-11-19,48
2014-11-20,47
2014-11-21,47
2014-11-22,68
2014-11-23,67
2014-11-24,40
2014-11-25,43
2014-11-26,41
2014-11-27,39
2014-11-28,47
2014-11-29,69
2014-11-30,72
