"start","Khoobsurat.movie."
2014-10-01,84
2014-10-02,85
2014-10-03,82
2014-10-04,100
2014-10-05,84
2014-10-06,56
2014-10-07,55
2014-10-08,53
2014-10-09,50
2014-10-10,48
2014-10-11,65
2014-10-12,56
2014-10-13,36
2014-10-14,32
2014-10-15,32
2014-10-16,31
2014-10-17,38
2014-10-18,47
2014-10-19,47
2014-10-20,26
2014-10-21,24
2014-10-22,28
2014-10-23,28
2014-10-24,34
2014-10-25,36
2014-10-26,36
2014-10-27,24
2014-10-28,23
2014-10-29,20
2014-10-30,20
2014-10-31,23
