"start","Happy.Ending.movie."
2014-12-01,100
2014-12-02,82
2014-12-03,82
2014-12-04,78
2014-12-05,85
2014-12-06,96
2014-12-07,91
2014-12-08,56
2014-12-09,39
2014-12-10,42
2014-12-11,46
2014-12-12,48
2014-12-13,62
2014-12-14,58
2014-12-15,32
2014-12-16,30
2014-12-17,35
2014-12-18,35
2014-12-19,37
2014-12-20,53
2014-12-21,51
2014-12-22,35
2014-12-23,40
2014-12-24,48
2014-12-25,59
2014-12-26,52
2014-12-27,50
2014-12-28,40
2014-12-29,39
2014-12-30,40
2014-12-31,43
