"start","Happy.Ending.movie."
2014-11-01,7
2014-11-02,7
2014-11-03,5
2014-11-04,5
2014-11-05,6
2014-11-06,6
2014-11-07,6
2014-11-08,6
2014-11-09,7
2014-11-10,6
2014-11-11,6
2014-11-12,5
2014-11-13,6
2014-11-14,7
2014-11-15,16
2014-11-16,17
2014-11-17,12
2014-11-18,13
2014-11-19,15
2014-11-20,23
2014-11-21,75
2014-11-22,100
2014-11-23,74
2014-11-24,42
2014-11-25,41
2014-11-26,35
2014-11-27,37
2014-11-28,36
2014-11-29,40
2014-11-30,33
