"start","Jackpot.movie."
2014-01-01,100
2014-01-02,81
2014-01-03,86
2014-01-04,85
2014-01-05,76
2014-01-06,66
2014-01-07,70
2014-01-08,60
2014-01-09,50
2014-01-10,61
2014-01-11,72
2014-01-12,62
2014-01-13,48
2014-01-14,41
2014-01-15,42
2014-01-16,47
2014-01-17,49
2014-01-18,55
2014-01-19,65
2014-01-20,49
2014-01-21,51
2014-01-22,50
2014-01-23,53
2014-01-24,43
2014-01-25,48
2014-01-26,45
2014-01-27,34
2014-01-28,41
2014-01-29,37
2014-01-30,41
2014-01-31,44
