"start","Jackpot.movie."
2013-12-01,19
2013-12-02,17
2013-12-03,17
2013-12-04,21
2013-12-05,18
2013-12-06,21
2013-12-07,23
2013-12-08,23
2013-12-09,21
2013-12-10,25
2013-12-11,29
2013-12-12,47
2013-12-13,94
2013-12-14,100
2013-12-15,79
2013-12-16,64
2013-12-17,56
2013-12-18,49
2013-12-19,46
2013-12-20,40
2013-12-21,43
2013-12-22,38
2013-12-23,29
2013-12-24,31
2013-12-25,32
2013-12-26,26
2013-12-27,26
2013-12-28,27
2013-12-29,24
2013-12-30,20
2013-12-31,22
