"start","Jackpot.movie."
2014-02-01,100
2014-02-02,98
2014-02-03,71
2014-02-04,65
2014-02-05,76
2014-02-06,49
2014-02-07,87
2014-02-08,80
2014-02-09,91
2014-02-10,64
2014-02-11,64
2014-02-12,74
2014-02-13,67
2014-02-14,71
2014-02-15,91
2014-02-16,84
2014-02-17,61
2014-02-18,65
2014-02-19,68
2014-02-20,71
2014-02-21,80
2014-02-22,89
2014-02-23,67
2014-02-24,57
2014-02-25,66
2014-02-26,60
2014-02-27,65
2014-02-28,70
