"start","Haider.movie."
2014-11-01,100
2014-11-02,79
2014-11-03,57
2014-11-04,52
2014-11-05,47
2014-11-06,47
2014-11-07,49
2014-11-08,69
2014-11-09,54
2014-11-10,37
2014-11-11,29
2014-11-12,29
2014-11-13,33
2014-11-14,43
2014-11-15,50
2014-11-16,42
2014-11-17,25
2014-11-18,24
2014-11-19,23
2014-11-20,27
2014-11-21,25
2014-11-22,39
2014-11-23,34
2014-11-24,25
2014-11-25,19
2014-11-26,24
2014-11-27,21
2014-11-28,27
2014-11-29,30
2014-11-30,32
