"start","Queen.movie."
2014-04-01,67
2014-04-02,67
2014-04-03,66
2014-04-04,75
2014-04-05,100
2014-04-06,93
2014-04-07,57
2014-04-08,58
2014-04-09,52
2014-04-10,52
2014-04-11,58
2014-04-12,87
2014-04-13,75
2014-04-14,51
2014-04-15,45
2014-04-16,44
2014-04-17,53
2014-04-18,58
2014-04-19,65
2014-04-20,65
2014-04-21,46
2014-04-22,37
2014-04-23,38
2014-04-24,41
2014-04-25,47
2014-04-26,61
2014-04-27,59
2014-04-28,36
2014-04-29,38
2014-04-30,41
