"movies","p0","p1","p2","p3","p4","p5","p6"
"D-Day",8.97822841970865,29.9162466033125,19.0954765553059,12.7303177035373,10.1842541628298,10.8207700480067,8.27470650729921
"Daawat-e-Ishq",11.9175257586668,26.2268041280374,16.8247422708165,11.3814433008464,12.8659793835655,11.3814433008464,9.40206185722096
"Dabangg 2",9.73451327433628,29.4985250737463,17.6991150442478,12.9793510324484,12.3893805309735,9.43952802359882,8.25958702064897
"David",21.1618257261411,14.5228215767635,13.1396957123098,13.1396957123098,12.448132780083,12.448132780083,13.1396957123098
"Dawn of the Planet of the Apes",2.78994640759711,28.5911922330597,22.8729537864477,16.4399355340093,12.1512566990504,9.2921374757444,7.86257786409141
"Dedh Ishqiya",12.5916055962692,28.7808127914724,19.1872085276482,13.8574283810793,9.59360426382412,9.06062624916722,6.92871419053964
"Dhoom 3",12.5984250248,30.1181102955081,17.7165354679459,12.992126009827,10.0393700985027,8.85826773397297,7.67716536944324
"Dil Dhadakne Do",9.18264370250519,29.0615540151983,17.255297696524,13.6226034446242,11.8062563186743,9.98990919272443,9.08173562974948
"Dirty Politics",14.2426700660563,25.4954224127941,17.9626839726504,13.9065940433422,10.4299455325067,7.5327384401437,10.4299455325067
"Dolly Ki Doli",15.5688622754491,29.3413173652695,16.7664670658683,13.7724550898204,8.98203592814371,8.38323353293413,7.18562874251497
"Dragon Blade",17.4660789905799,15.9882464782646,18.1488203266788,14.2597873995333,15.9882464782646,9.93863970270504,8.21018062397373
"Drishyam",5.9286808138263,35.003281557646,20.7831984248523,13.6731568584555,10.3915992124262,7.65696784073507,6.56311529205863
"Dum Laga Ke Haisha",21.2792127921279,19.680196801968,15.990159901599,11.070110701107,11.070110701107,11.070110701107,9.84009840098401
"Ek Villain",1.67411072908968,5.46254940393946,6.42652871051701,20.5648918736544,32.1326435525851,19.6009125670769,14.1383631631374
"Everest",11.148439572098,30.9433295022544,18.1239501370347,12.3773318009018,9.72504641499425,10.1670939793122,7.51480859340465
"Exodus Gods and Kings",1.34751577613051,25.3520350519441,25.6276006503348,21.7696822728651,10.7470583372372,8.5425335501116,6.61357436137673
"Fantastic Four",15.0246305418719,19.7044334975369,19.7044334975369,16.0098522167488,12.3152709359606,9.85221674876847,7.38916256157635
"Filmistaan",14.4272631736976,37.5319021167993,18.0153130160637,11.2595706350398,8.25701846569584,6.00510433868789,4.50382825401591
"Finding Fanny",18.3827222501256,30.1356102461075,18.8347564038172,11.3008538422903,8.78955298844802,6.9060773480663,5.65042692114515
"Furious 7",39.7993311036789,10.0334448160535,10.0334448160535,10.0334448160535,10.0334448160535,10.0334448160535,10.0334448160535
"Gabbar Is Back",44.7061232848659,12.2875281589187,10.2396067990989,10.2396067990989,8.19168543927913,8.19168543927913,6.14376407945935
"Go Goa Gone",11.5600448933782,27.8338945005612,20.2020202020202,13.0190796857464,9.87654320987654,9.42760942760943,8.08080808080808
"Godzilla",4.68134271389961,11.3474592007262,67.0531680042914,5.15793600033011,4.5389836802905,3.92003136025088,3.30107904021127
"Gori Tere Pyaar Mein",6.8702892545677,24.4662799415966,16.9685489917525,14.6008444812754,15.784696736514,11.8385225523855,9.47081804190837
"Grand Masti",8.25688073394495,29.8165137614679,20.1834862385321,13.7614678899083,11.4678899082569,9.1743119266055,7.3394495412844
"Gunday",11.1457521434139,28.5788516497792,17.6669264744089,14.0296180826189,11.4315406599117,9.35307872174591,7.79423226812159
"Haider",43.9186820890291,12.2677882930249,10.515247108307,8.7627059235892,7.01016473887136,7.01016473887136,10.515247108307
"Hamari Adhuri Kahani",8.33239794963894,23.1975156209077,17.5852134545591,14.5919856325065,11.9729112882104,12.7212182437236,11.5987578104538
"Happy Ending",12.0567375886525,27.2340425531915,15.3191489361702,10.7801418439716,13.0496453900709,12.4822695035461,9.07801418439716
"Hasee Toh Phasee",7.38614619211634,26.0237275162648,18.7523918867202,14.9253731343284,12.6291618828932,10.7156525066973,9.56754688097972
"Hate Story 2",11.0327579845025,27.0591611660039,19.6793899389119,13.1195932926079,11.4796441310319,9.42970767906195,8.19974580787995
"Heropanti",10.0733015944986,27.9604020252399,20.7813798836243,14.7358875538427,11.3352981183405,8.31255195344971,6.80117887100431
"Highway",7.69230769230769,8.65384615384615,11.5384615384615,19.2307692307692,16.3461538461538,17.3076923076923,19.2307692307692
"Himmatwala",32.8512396694215,12.0523415977961,12.0523415977961,10.3305785123967,12.0523415977961,10.3305785123967,10.3305785123967
"Holiday ",9.10402539316116,30.7795892848555,21.1609676333381,13.4660703121243,10.0995527340932,8.17582840378974,7.213966238638
"Horror Story",11.9951778179626,21.3984327908379,16.2748643761302,16.2748643761302,13.2610006027728,10.8499095840868,9.94575045207957
"Humpty Sharma Ki Dulhania",9.87414142216223,24.2188430539564,20.2485409139636,15.4841783459721,11.5138762059793,9.92575534998213,8.73466470798428
"Humshakals",14.4966964632724,25.5399478096719,16.6564877019599,12.2147576481039,10.5491088779079,10.5491088779079,9.99389262117595
"Hunterrr",7.31292517006803,31.4625850340136,18.2823129251701,11.4795918367347,8.92857142857143,12.7551020408163,9.77891156462585
"I (Hindi)",17.2767203513909,23.4260614934114,16.4714494875549,12.8111273792094,11.7130307467057,9.88286969253294,8.41874084919473
"Iron Man 3",1.49043689630909,3.19836243843152,4.79754365764728,15.6719759483145,31.9836243843152,25.9067357512953,16.9513209236871
"Jackpot",23.6042070012035,20.9303542462456,14.6512479723719,10.9884359792789,11.5116948354351,9.94191826696667,8.37214169849825
"Jai Ho",5.15588739784078,5.04489960649783,6.0538795277974,23.20653818989,33.6326640433189,17.1526586620926,9.75347257256247
"Jazbaa",19.0575190575191,27.7200277200277,17.1864171864172,11.6424116424116,8.87040887040887,8.31600831600832,7.20720720720721
"Jolly LLB",12.1527777750326,11.4583333336914,7.6388888891276,7.6388888891276,30.5555555565104,19.097222222819,11.4583333336914
"Jurassic World",3.46643264589732,28.5212812637122,20.1842913558578,15.7964019306713,12.7248793330408,10.5309346204476,8.77577885037297
"Kai Po Che",0.513652338469857,2.16274668829413,2.59529602595296,19.0321708569884,43.2549337658827,19.897269532306,12.543930792106
"Katti Batti",13.5835095114583,34.8837209311544,19.0274841442661,11.8921775901663,8.72093023278861,6.34249471475535,5.54968287541093
"Khoobsurat",13.1313131313131,29.2929292929293,18.6868686868687,12.6262626262626,10.6060606060606,8.08080808080808,7.57575757575758
"Kill Dil",13.090711569799,28.7887017925041,17.3818576860402,11.4068441064639,9.23411189570886,10.8636610537751,9.23411189570886
"Kingsman The Secret Service",15.4285714285714,19.047619047619,16,14.4761904761905,12.1904761904762,12.1904761904762,10.6666666666667
"Krrish 3",3.55310366112419,11.5736275606651,13.5025654874426,15.4315034142201,15.4315034142201,19.2893792677752,21.2183171945527
"Lingaa (Hindi)",45.8174904917214,11.406844107006,9.98098859363028,9.98098859363028,8.55513308025452,7.12927756687877,7.12927756687877
"Mere Dad Ki Maruti",4.18535440169379,32.9726513192552,19.7835907915531,14.7407147074317,10.0857521682428,9.69783862331035,8.5340979885131
"Mission Impossible Rogue Nation",4.87551867269255,24.3257261409527,17.4273858920258,14.5228215766882,14.159751037271,12.3443983401849,12.3443983401849
"Mr. X",20.0992554839941,25.620347426328,16.0669975385447,12.5930521248053,9.55334988778331,7.81637718091362,8.25062035763104
"MSG The Messenger ",14.4475920679887,28.328611898017,19.8300283286119,13.0311614730878,10.7648725212465,6.23229461756374,7.36543909348442
"Murder 3",18.2114722346225,24.6736340744714,15.0783319343992,12.793736186763,10.966059588654,10.0522212895995,8.22454469149048
"Nautanki Saala",14.2009325967402,26.5790589238359,18.1856718952562,12.5900805428696,10.2585841460419,9.79228486667639,8.39338702857977
"NH 10",16.5137614748529,32.6939115902674,20.4336947439171,10.5087572968717,7.00583819791444,7.00583819791444,5.83819849826204
"Oblivion",6.07734806629834,38.6740331491713,20.8244793880153,12.3246918827029,8.92477688057799,6.79983000424989,6.37484062898428
"Phantom",13.1034482159334,14.4827586306778,14.4827586306778,14.4827586306778,14.4827586306778,14.4827586306778,14.4827586306778
"Piku",9.69793322734499,30.1006889242183,20.3497615262321,14.4144144144144,11.0227874933757,8.05511393746688,6.35930047694754
"PK",7.67386091127098,31.1750599520384,20.7833733013589,14.7881694644285,10.7913669064748,7.99360511590727,6.79456434852118
"Policegiri",11.4128409984684,25.2514799023057,16.5583474769218,12.4187606076914,11.5908432338453,13.2466779815374,9.52104979923004
"Queen",6.61426315966274,26.537673418657,21.1629547515872,15.1163962511337,12.093117000907,10.0775975007558,8.39799791729652
"R Rajkumar",8.57796416142924,28.5169653074441,21.3877239805831,15.0972169274704,10.9035455587286,8.38734273748356,7.12924132686102
"Raanjhanaa",5.49662487945998,31.50112504018,20.8936033429765,14.143362262938,10.6075216972035,9.00032144005143,8.35744133719061
"Race 2",9.06453938950622,28.2813633477612,19.5794053946039,14.7933285203674,10.8774474414466,9.13705585081516,8.26686005549943
"Ragini MMS 2",10.409472126295,24.0749876665022,18.1549087321164,15.3922052294031,11.8401578687716,10.6561420818944,9.47212629501727
"Ramaiya Vastavaiya",9.67741935483871,22.4108658743633,18.3361629881155,15.2801358234295,12.2241086587436,11.2054329371817,10.8658743633277
"Robocop ",8.78394910692439,25.4465378027893,18.7912894543675,14.4849522877416,10.5701003180817,10.9615855150477,10.9615855150477
"Roy",4.98988264057965,23.3871058115496,16.0786352454404,12.1807842768488,12.6680156479227,14.1297097611446,16.5658666165143
"Rudhramadevi (Hindi)",20.2643171806167,28.6343612334802,16.7400881057269,10.5726872246696,8.81057268722467,7.9295154185022,7.04845814977974
"Tanu Weds Manu Returns",7.49063670411985,29.9625468164794,19.1011235955056,13.8576779026217,11.6104868913858,9.73782771535581,8.23970037453184
"Tevar",17.9926560587515,29.9877600979192,15.9118727050184,11.6279069767442,9.17992656058751,8.56793145654835,6.73194614443084
"The Lunchbox",18.4210526315789,28.2894736842105,15.1315789473684,13.8157894736842,9.86842105263158,9.21052631578947,5.26315789473684
"The Shaukeens",16.0703456640388,26.1976955730746,17.4651303820497,12.6137052759248,9.21770770163736,8.73256519102486,9.70285021224985
"The Xpose",24.0902809765085,23.9520958083832,17.6877015200368,11.7918010133579,9.58083832335329,7.36987563334869,5.52740672501152
"X Men Days of Future Past ",4.41884455156581,27.7493677108357,18.0591123197502,15.4163153949087,13.2139846242075,11.4521200076465,9.69025539108549
"Yaariyan",13.1452715583335,24.9068706560661,17.8818558556372,14.0500296008578,11.4954787643382,9.57956563694851,8.94092792781861
"Yeh Jawaani Hai Deewani",15.4223698548823,15.4715177094727,14.9558004524903,13.9243659385255,14.4400831955079,12.8929314245606,12.8929314245606
"Youngistaan",16.3551401869159,13.5514018691589,14.018691588785,13.5514018691589,12.1495327102804,14.4859813084112,15.8878504672897
"Zanjeer",14.8709265504483,28.0645297086434,16.838717825186,12.1612962070788,10.2903275598359,9.35484323621447,8.41935891259302
